Tahmin Tarihi,Kurum,Analist,Format,Belge Adı,Varlık,Vade,Hedef Tarihi,Spot Fiyat,Hedef Fiyat,Analiz Tezi,Gerçekleşen Fiyat,Sapma (pip),Yön İsabeti
2025-07-25,ICBC Yatırım,ICBC Yatırım Araştırma Ekibi,PDF,Model Portföy Güncelleme Temmuz 2025,ISCTR.IS,+12M,2026-07-25,14.60,22.00,"İş Bankası holdingin katkısı; bankacılıkta değerleme fırsatı. Hedef 22.00 TL (%51 potansiyel). Temmuz 2025; BIST100 hedef 13.500'e yükseltildi, ISCTR ve SAHOL eklendi",,,⏳
2026-01-22,ICBC Yatırım,ICBC Yatırım Araştırma Ekibi,PDF,2026 Strateji Raporu Ocak 2026,ISCTR.IS,+12M,2027-01-22,14.67,20.00,"İş Bankası holdingin katkısı; bankacılıkta değerleme fırsatı. Hedef 20.00 TL (%36 potansiyel). 2026 Strateji; BIST100 hedef 15.000, makro iyileşme beklentisi",,,⏳
2023-08-28,ICBC Yatırım,ICBC Yatırım Araştırma Ekibi,PDF,Model Portföy Ağustos 2023,MGROS.IS,+12M,2024-08-28,339.30,400.00,Gıda perakende; enflasyon ortamında güçlü büyüme. Hedef 400.00 TL (%18 potansiyel). Ağustos 2023 portföyü; enflasyon ortamında seçici hisseler,482.00,82 pip (20.50%),✅
2023-09-18,ICBC Yatırım,ICBC Yatırım Araştırma Ekibi,PDF,Model Portföy Eylül 2023,MGROS.IS,+12M,2024-09-18,366.20,450.00,"Gıda perakende; enflasyon ortamında güçlü büyüme. Hedef 450.00 TL (%23 potansiyel). Eylül 2023; ISCTR çıkarıldı, bankacılık hedefleri belirlendi",527.50,78 pip (17.22%),✅
2023-10-02,ICBC Yatırım,ICBC Yatırım Araştırma Ekibi,PDF,Model Portföy Ekim 2023,MGROS.IS,+12M,2024-10-02,381.00,500.00,"Gıda perakende; enflasyon ortamında güçlü büyüme. Hedef 500.00 TL (%31 potansiyel). Ekim 2023; portföy 10 hisseye daraltıldı, CCOLA ve FROTO hedef yükseltme",434.75,-65 pip (-13.05%),✅
2023-10-16,ICBC Yatırım,ICBC Yatırım Araştırma Ekibi,PDF,Model Portföy Ekim 2023-2,MGROS.IS,+12M,2024-10-16,365.60,500.00,"Gıda perakende; enflasyon ortamında güçlü büyüme. Hedef 500.00 TL (%37 potansiyel). Ekim 2023 güncelleme; AEFES geri eklendi, 3Q23 katalizör",430.75,-69 pip (-13.85%),✅
2024-06-25,ICBC Yatırım,ICBC Yatırım Araştırma Ekibi,PDF,Model Portföy Güncelleme Haziran 2024,MGROS.IS,+12M,2025-06-25,542.50,680.00,Gıda perakende; enflasyon ortamında güçlü büyüme. Hedef 680.00 TL (%25 potansiyel). Haziran 2024 kapsamlı güncelleme; BIST100 hedef 14.000,471.75,-208 pip (-30.63%),❌
2024-10-22,ICBC Yatırım,ICBC Yatırım Araştırma Ekibi,PDF,Model Portföy Güncelleme Ekim 2024,MGROS.IS,+12M,2025-10-22,405.50,700.00,"Gıda perakende; enflasyon ortamında güçlü büyüme. Hedef 700.00 TL (%73 potansiyel). Ekim 2024; BIST100 hedef 12.500, düzeltme sonrası fırsat",448.50,-251 pip (-35.93%),✅
2024-12-30,ICBC Yatırım,ICBC Yatırım Araştırma Ekibi,PDF,Model Portföy Güncelleme Aralık 2024,MGROS.IS,+12M,2025-12-30,539.00,735.00,Gıda perakende; enflasyon ortamında güçlü büyüme. Hedef 735.00 TL (%36 potansiyel). Aralık 2024; AEFES Rusya riski nedeniyle çıkarıldı,521.50,-213 pip (-29.05%),❌
2025-01-22,ICBC Yatırım,ICBC Yatırım Araştırma Ekibi,PDF,2025 Strateji Raporu Ocak 2025,MGROS.IS,+12M,2026-01-22,567.50,750.00,"Gıda perakende; enflasyon ortamında güçlü büyüme. Hedef 750.00 TL (%32 potansiyel). 2025 Strateji; gevşeme döngüsü teması, BIST100 hedef 12.500",625.00,-125 pip (-16.67%),✅
2025-07-25,ICBC Yatırım,ICBC Yatırım Araştırma Ekibi,PDF,Model Portföy Güncelleme Temmuz 2025,MGROS.IS,+12M,2026-07-25,531.00,780.00,"Gıda perakende; enflasyon ortamında güçlü büyüme. Hedef 780.00 TL (%47 potansiyel). Temmuz 2025; BIST100 hedef 13.500'e yükseltildi, ISCTR ve SAHOL eklendi",,,⏳
2025-10-02,ICBC Yatırım,ICBC Yatırım Araştırma Ekibi,PDF,Model Portföy Güncelleme Ekim 2025,MGROS.IS,+12M,2026-10-02,466.80,750.00,"Gıda perakende; enflasyon ortamında güçlü büyüme. Hedef 750.00 TL (%61 potansiyel). Ekim 2025; 9 hisseye daraltıldı, savunmacı portföy",,,⏳
2026-01-22,ICBC Yatırım,ICBC Yatırım Araştırma Ekibi,PDF,2026 Strateji Raporu Ocak 2026,MGROS.IS,+12M,2027-01-22,625.00,830.00,"Gıda perakende; enflasyon ortamında güçlü büyüme. Hedef 830.00 TL (%33 potansiyel). 2026 Strateji; BIST100 hedef 15.000, makro iyileşme beklentisi",,,⏳
2026-03-11,ICBC Yatırım,ICBC Yatırım Araştırma Ekibi,PDF,Model Portföy Güncelleme Mart 2026,MGROS.IS,+12M,2027-03-11,603.00,850.00,"Gıda perakende; enflasyon ortamında güçlü büyüme. Hedef 850.00 TL (%41 potansiyel). Mart 2026; TSKB ve DOHOL eklendi, PGSUS çıkarıldı, BIMAS hedef artışı",,,⏳
2023-08-28,ICBC Yatırım,ICBC Yatırım Araştırma Ekibi,PDF,Model Portföy Ağustos 2023,PGSUS.IS,+12M,2024-08-28,182.50,246.45,Pegasus havacılık; güçlü yurt dışı trafik büyümesi. Hedef 246.45 TL (%35 potansiyel). Ağustos 2023 portföyü; enflasyon ortamında seçici hisseler,226.20,-20 pip (-8.22%),✅
2023-09-18,ICBC Yatırım,ICBC Yatırım Araştırma Ekibi,PDF,Model Portföy Eylül 2023,PGSUS.IS,+12M,2024-09-18,155.17,235.29,"Pegasus havacılık; güçlü yurt dışı trafik büyümesi. Hedef 235.29 TL (%52 potansiyel). Eylül 2023; ISCTR çıkarıldı, bankacılık hedefleri belirlendi",249.20,14 pip (5.91%),✅
2023-10-02,ICBC Yatırım,ICBC Yatırım Araştırma Ekibi,PDF,Model Portföy Ekim 2023,PGSUS.IS,+12M,2024-10-02,172.48,245.52,"Pegasus havacılık; güçlü yurt dışı trafik büyümesi. Hedef 245.52 TL (%42 potansiyel). Ekim 2023; portföy 10 hisseye daraltıldı, CCOLA ve FROTO hedef yükseltme",225.10,-20 pip (-8.32%),✅
2023-10-16,ICBC Yatırım,ICBC Yatırım Araştırma Ekibi,PDF,Model Portföy Ekim 2023-2,PGSUS.IS,+12M,2024-10-16,148.54,245.52,"Pegasus havacılık; güçlü yurt dışı trafik büyümesi. Hedef 245.52 TL (%65 potansiyel). Ekim 2023 güncelleme; AEFES geri eklendi, 3Q23 katalizör",234.50,-11 pip (-4.49%),✅
2024-06-25,ICBC Yatırım,ICBC Yatırım Araştırma Ekibi,PDF,Model Portföy Güncelleme Haziran 2024,PGSUS.IS,+12M,2025-06-25,235.40,280.00,Pegasus havacılık; güçlü yurt dışı trafik büyümesi. Hedef 280.00 TL (%19 potansiyel). Haziran 2024 kapsamlı güncelleme; BIST100 hedef 14.000,239.90,-40 pip (-14.32%),✅
2024-10-22,ICBC Yatırım,ICBC Yatırım Araştırma Ekibi,PDF,Model Portföy Güncelleme Ekim 2024,PGSUS.IS,+12M,2025-10-22,243.70,300.00,"Pegasus havacılık; güçlü yurt dışı trafik büyümesi. Hedef 300.00 TL (%23 potansiyel). Ekim 2024; BIST100 hedef 12.500, düzeltme sonrası fırsat",206.20,-94 pip (-31.27%),❌
2025-01-22,ICBC Yatırım,ICBC Yatırım Araştırma Ekibi,PDF,2025 Strateji Raporu Ocak 2025,PGSUS.IS,+12M,2026-01-22,228.00,320.00,"Pegasus havacılık; güçlü yurt dışı trafik büyümesi. Hedef 320.00 TL (%40 potansiyel). 2025 Strateji; gevşeme döngüsü teması, BIST100 hedef 12.500",202.80,-117 pip (-36.62%),❌
2025-07-25,ICBC Yatırım,ICBC Yatırım Araştırma Ekibi,PDF,Model Portföy Güncelleme Temmuz 2025,PGSUS.IS,+12M,2026-07-25,254.80,390.00,"Pegasus havacılık; güçlü yurt dışı trafik büyümesi. Hedef 390.00 TL (%53 potansiyel). Temmuz 2025; BIST100 hedef 13.500'e yükseltildi, ISCTR ve SAHOL eklendi",,,⏳
2025-10-02,ICBC Yatırım,ICBC Yatırım Araştırma Ekibi,PDF,Model Portföy Güncelleme Ekim 2025,PGSUS.IS,+12M,2026-10-02,224.00,375.00,"Pegasus havacılık; güçlü yurt dışı trafik büyümesi. Hedef 375.00 TL (%67 potansiyel). Ekim 2025; 9 hisseye daraltıldı, savunmacı portföy",,,⏳
2026-01-22,ICBC Yatırım,ICBC Yatırım Araştırma Ekibi,PDF,2026 Strateji Raporu Ocak 2026,PGSUS.IS,+12M,2027-01-22,202.80,285.00,"Pegasus havacılık; güçlü yurt dışı trafik büyümesi. Hedef 285.00 TL (%41 potansiyel). 2026 Strateji; BIST100 hedef 15.000, makro iyileşme beklentisi",,,⏳
2023-08-28,ICBC Yatırım,ICBC Yatırım Araştırma Ekibi,PDF,Model Portföy Ağustos 2023,TAVHL.IS,+12M,2024-08-28,121.00,170.00,Havalimanı işletmecisi; yolcu trafiği büyümesi ve TAV Airports. Hedef 170.00 TL (%40 potansiyel). Ağustos 2023 portföyü; enflasyon ortamında seçici hisseler,242.50,73 pip (42.65%),✅
2023-09-18,ICBC Yatırım,ICBC Yatırım Araştırma Ekibi,PDF,Model Portföy Eylül 2023,TAVHL.IS,+12M,2024-09-18,107.40,170.00,"Havalimanı işletmecisi; yolcu trafiği büyümesi ve TAV Airports. Hedef 170.00 TL (%58 potansiyel). Eylül 2023; ISCTR çıkarıldı, bankacılık hedefleri belirlendi",255.75,86 pip (50.44%),✅
2024-06-25,ICBC Yatırım,ICBC Yatırım Araştırma Ekibi,PDF,Model Portföy Güncelleme Haziran 2024,TAVHL.IS,+12M,2025-06-25,255.00,300.00,Havalimanı işletmecisi; yolcu trafiği büyümesi ve TAV Airports. Hedef 300.00 TL (%18 potansiyel). Haziran 2024 kapsamlı güncelleme; BIST100 hedef 14.000,246.20,-54 pip (-17.93%),❌
2024-10-22,ICBC Yatırım,ICBC Yatırım Araştırma Ekibi,PDF,Model Portföy Güncelleme Ekim 2024,TAVHL.IS,+12M,2025-10-22,229.70,330.00,"Havalimanı işletmecisi; yolcu trafiği büyümesi ve TAV Airports. Hedef 330.00 TL (%44 potansiyel). Ekim 2024; BIST100 hedef 12.500, düzeltme sonrası fırsat",243.00,-87 pip (-26.36%),✅
2024-12-30,ICBC Yatırım,ICBC Yatırım Araştırma Ekibi,PDF,Model Portföy Güncelleme Aralık 2024,TAVHL.IS,+12M,2025-12-30,273.80,330.00,Havalimanı işletmecisi; yolcu trafiği büyümesi ve TAV Airports. Hedef 330.00 TL (%21 potansiyel). Aralık 2024; AEFES Rusya riski nedeniyle çıkarıldı,304.75,-25 pip (-7.65%),✅
2025-01-22,ICBC Yatırım,ICBC Yatırım Araştırma Ekibi,PDF,2025 Strateji Raporu Ocak 2025,TAVHL.IS,+12M,2026-01-22,285.30,370.00,"Havalimanı işletmecisi; yolcu trafiği büyümesi ve TAV Airports. Hedef 370.00 TL (%30 potansiyel). 2025 Strateji; gevşeme döngüsü teması, BIST100 hedef 12.500",326.25,-44 pip (-11.82%),✅
2026-01-22,ICBC Yatırım,ICBC Yatırım Araştırma Ekibi,PDF,2026 Strateji Raporu Ocak 2026,TAVHL.IS,+12M,2027-01-22,326.25,400.00,"Havalimanı işletmecisi; yolcu trafiği büyümesi ve TAV Airports. Hedef 400.00 TL (%23 potansiyel). 2026 Strateji; BIST100 hedef 15.000, makro iyileşme beklentisi",,,⏳
2023-08-28,ICBC Yatırım,ICBC Yatırım Araştırma Ekibi,PDF,Model Portföy Ağustos 2023,THYAO.IS,+12M,2024-08-28,238.00,300.00,Türk Hava Yolları; küresel genişleme ve güçlü trafik. Hedef 300.00 TL (%26 potansiyel). Ağustos 2023 portföyü; enflasyon ortamında seçici hisseler,302.25,2 pip (0.75%),✅
2023-09-18,ICBC Yatırım,ICBC Yatırım Araştırma Ekibi,PDF,Model Portföy Eylül 2023,THYAO.IS,+12M,2024-09-18,218.10,300.00,"Türk Hava Yolları; küresel genişleme ve güçlü trafik. Hedef 300.00 TL (%38 potansiyel). Eylül 2023; ISCTR çıkarıldı, bankacılık hedefleri belirlendi",291.50,-8 pip (-2.83%),✅
2023-10-02,ICBC Yatırım,ICBC Yatırım Araştırma Ekibi,PDF,Model Portföy Ekim 2023,THYAO.IS,+12M,2024-10-02,253.40,330.00,"Türk Hava Yolları; küresel genişleme ve güçlü trafik. Hedef 330.00 TL (%30 potansiyel). Ekim 2023; portföy 10 hisseye daraltıldı, CCOLA ve FROTO hedef yükseltme",271.50,-58 pip (-17.73%),✅
2023-10-16,ICBC Yatırım,ICBC Yatırım Araştırma Ekibi,PDF,Model Portföy Ekim 2023-2,THYAO.IS,+12M,2024-10-16,223.00,330.00,"Türk Hava Yolları; küresel genişleme ve güçlü trafik. Hedef 330.00 TL (%48 potansiyel). Ekim 2023 güncelleme; AEFES geri eklendi, 3Q23 katalizör",269.25,-61 pip (-18.41%),✅
2024-06-25,ICBC Yatırım,ICBC Yatırım Araştırma Ekibi,PDF,Model Portföy Güncelleme Haziran 2024,THYAO.IS,+12M,2025-06-25,305.80,420.00,Türk Hava Yolları; küresel genişleme ve güçlü trafik. Hedef 420.00 TL (%37 potansiyel). Haziran 2024 kapsamlı güncelleme; BIST100 hedef 14.000,271.50,-148 pip (-35.36%),❌
2024-10-22,ICBC Yatırım,ICBC Yatırım Araştırma Ekibi,PDF,Model Portföy Güncelleme Ekim 2024,THYAO.IS,+12M,2025-10-22,274.75,430.00,"Türk Hava Yolları; küresel genişleme ve güçlü trafik. Hedef 430.00 TL (%57 potansiyel). Ekim 2024; BIST100 hedef 12.500, düzeltme sonrası fırsat",288.00,-142 pip (-33.02%),✅
2024-12-30,ICBC Yatırım,ICBC Yatırım Araştırma Ekibi,PDF,Model Portföy Güncelleme Aralık 2024,THYAO.IS,+12M,2025-12-30,282.30,430.00,Türk Hava Yolları; küresel genişleme ve güçlü trafik. Hedef 430.00 TL (%52 potansiyel). Aralık 2024; AEFES Rusya riski nedeniyle çıkarıldı,267.75,-162 pip (-37.73%),❌
2025-01-22,ICBC Yatırım,ICBC Yatırım Araştırma Ekibi,PDF,2025 Strateji Raporu Ocak 2025,THYAO.IS,+12M,2026-01-22,305.30,400.00,"Türk Hava Yolları; küresel genişleme ve güçlü trafik. Hedef 400.00 TL (%31 potansiyel). 2025 Strateji; gevşeme döngüsü teması, BIST100 hedef 12.500",299.00,-101 pip (-25.25%),❌
2025-07-25,ICBC Yatırım,ICBC Yatırım Araştırma Ekibi,PDF,Model Portföy Güncelleme Temmuz 2025,THYAO.IS,+12M,2026-07-25,293.00,430.00,"Türk Hava Yolları; küresel genişleme ve güçlü trafik. Hedef 430.00 TL (%47 potansiyel). Temmuz 2025; BIST100 hedef 13.500'e yükseltildi, ISCTR ve SAHOL eklendi",,,⏳
2025-10-02,ICBC Yatırım,ICBC Yatırım Araştırma Ekibi,PDF,Model Portföy Güncelleme Ekim 2025,THYAO.IS,+12M,2026-10-02,315.00,430.00,"Türk Hava Yolları; küresel genişleme ve güçlü trafik. Hedef 430.00 TL (%37 potansiyel). Ekim 2025; 9 hisseye daraltıldı, savunmacı portföy",,,⏳
2026-01-22,ICBC Yatırım,ICBC Yatırım Araştırma Ekibi,PDF,2026 Strateji Raporu Ocak 2026,THYAO.IS,+12M,2027-01-22,299.00,400.00,"Türk Hava Yolları; küresel genişleme ve güçlü trafik. Hedef 400.00 TL (%34 potansiyel). 2026 Strateji; BIST100 hedef 15.000, makro iyileşme beklentisi",,,⏳
2026-03-11,ICBC Yatırım,ICBC Yatırım Araştırma Ekibi,PDF,Model Portföy Güncelleme Mart 2026,THYAO.IS,+12M,2027-03-11,294.80,400.00,"Türk Hava Yolları; küresel genişleme ve güçlü trafik. Hedef 400.00 TL (%36 potansiyel). Mart 2026; TSKB ve DOHOL eklendi, PGSUS çıkarıldı, BIMAS hedef artışı",,,⏳
2023-08-28,ICBC Yatırım,ICBC Yatırım Araştırma Ekibi,PDF,Model Portföy Ağustos 2023,TOASO.IS,+12M,2024-08-28,266.80,330.00,Tofaş otomotiv; içe pazar ve ihracat dengesi. Hedef 330.00 TL (%24 potansiyel). Ağustos 2023 portföyü; enflasyon ortamında seçici hisseler,234.20,-96 pip (-29.03%),❌
2023-09-18,ICBC Yatırım,ICBC Yatırım Araştırma Ekibi,PDF,Model Portföy Eylül 2023,TOASO.IS,+12M,2024-09-18,282.00,360.00,"Tofaş otomotiv; içe pazar ve ihracat dengesi. Hedef 360.00 TL (%28 potansiyel). Eylül 2023; ISCTR çıkarıldı, bankacılık hedefleri belirlendi",220.90,-139 pip (-38.64%),❌
2024-06-25,ICBC Yatırım,ICBC Yatırım Araştırma Ekibi,PDF,Model Portföy Güncelleme Haziran 2024,TOASO.IS,+12M,2025-06-25,343.00,400.00,Tofaş otomotiv; içe pazar ve ihracat dengesi. Hedef 400.00 TL (%17 potansiyel). Haziran 2024 kapsamlı güncelleme; BIST100 hedef 14.000,184.70,-215 pip (-53.83%),❌
2024-10-22,ICBC Yatırım,ICBC Yatırım Araştırma Ekibi,PDF,Model Portföy Güncelleme Ekim 2024,TOASO.IS,+12M,2025-10-22,195.20,250.00,"Tofaş otomotiv; içe pazar ve ihracat dengesi. Hedef 250.00 TL (%28 potansiyel). Ekim 2024; BIST100 hedef 12.500, düzeltme sonrası fırsat",260.50,11 pip (4.20%),✅
2025-01-22,ICBC Yatırım,ICBC Yatırım Araştırma Ekibi,PDF,2025 Strateji Raporu Ocak 2025,TOASO.IS,+12M,2026-01-22,218.00,270.00,"Tofaş otomotiv; içe pazar ve ihracat dengesi. Hedef 270.00 TL (%24 potansiyel). 2025 Strateji; gevşeme döngüsü teması, BIST100 hedef 12.500",295.50,26 pip (9.44%),✅
2026-01-22,ICBC Yatırım,ICBC Yatırım Araştırma Ekibi,PDF,2026 Strateji Raporu Ocak 2026,TOASO.IS,+12M,2027-01-22,295.50,350.00,"Tofaş otomotiv; içe pazar ve ihracat dengesi. Hedef 350.00 TL (%18 potansiyel). 2026 Strateji; BIST100 hedef 15.000, makro iyileşme beklentisi",,,⏳
2023-09-18,ICBC Yatırım,ICBC Yatırım Araştırma Ekibi,PDF,Model Portföy Eylül 2023,AKBNK.IS,+12M,2024-09-18,28.50,43.00,"Özel bankacılıkta lider; marj iyileşmesi ve varlık kalitesi güçlü. Hedef 43.00 TL (%51 potansiyel). Eylül 2023; ISCTR çıkarıldı, bankacılık hedefleri belirlendi",58.55,16 pip (36.16%),✅
2023-10-02,ICBC Yatırım,ICBC Yatırım Araştırma Ekibi,PDF,Model Portföy Ekim 2023,AKBNK.IS,+12M,2024-10-02,34.50,43.00,"Özel bankacılıkta lider; marj iyileşmesi ve varlık kalitesi güçlü. Hedef 43.00 TL (%25 potansiyel). Ekim 2023; portföy 10 hisseye daraltıldı, CCOLA ve FROTO hedef yükseltme",52.85,10 pip (22.91%),✅
2023-10-16,ICBC Yatırım,ICBC Yatırım Araştırma Ekibi,PDF,Model Portföy Ekim 2023-2,AKBNK.IS,+12M,2024-10-16,31.60,43.00,"Özel bankacılıkta lider; marj iyileşmesi ve varlık kalitesi güçlü. Hedef 43.00 TL (%36 potansiyel). Ekim 2023 güncelleme; AEFES geri eklendi, 3Q23 katalizör",54.50,12 pip (26.74%),✅
2024-06-25,ICBC Yatırım,ICBC Yatırım Araştırma Ekibi,PDF,Model Portföy Güncelleme Haziran 2024,AKBNK.IS,+12M,2025-06-25,65.20,85.00,Özel bankacılıkta lider; marj iyileşmesi ve varlık kalitesi güçlü. Hedef 85.00 TL (%30 potansiyel). Haziran 2024 kapsamlı güncelleme; BIST100 hedef 14.000,60.95,-24 pip (-28.29%),❌
2024-10-22,ICBC Yatırım,ICBC Yatırım Araştırma Ekibi,PDF,Model Portföy Güncelleme Ekim 2024,AKBNK.IS,+12M,2025-10-22,49.90,80.00,"Özel bankacılıkta lider; marj iyileşmesi ve varlık kalitesi güçlü. Hedef 80.00 TL (%60 potansiyel). Ekim 2024; BIST100 hedef 12.500, düzeltme sonrası fırsat",57.90,-22 pip (-27.62%),✅
2024-12-30,ICBC Yatırım,ICBC Yatırım Araştırma Ekibi,PDF,Model Portföy Güncelleme Aralık 2024,AKBNK.IS,+12M,2025-12-30,65.70,80.00,Özel bankacılıkta lider; marj iyileşmesi ve varlık kalitesi güçlü. Hedef 80.00 TL (%22 potansiyel). Aralık 2024; AEFES Rusya riski nedeniyle çıkarıldı,69.75,-10 pip (-12.81%),✅
2025-01-22,ICBC Yatırım,ICBC Yatırım Araştırma Ekibi,PDF,2025 Strateji Raporu Ocak 2025,AKBNK.IS,+12M,2026-01-22,69.60,95.00,"Özel bankacılıkta lider; marj iyileşmesi ve varlık kalitesi güçlü. Hedef 95.00 TL (%36 potansiyel). 2025 Strateji; gevşeme döngüsü teması, BIST100 hedef 12.500",77.80,-17 pip (-18.11%),✅
2025-07-25,ICBC Yatırım,ICBC Yatırım Araştırma Ekibi,PDF,Model Portföy Güncelleme Temmuz 2025,AKBNK.IS,+12M,2026-07-25,68.00,100.00,"Özel bankacılıkta lider; marj iyileşmesi ve varlık kalitesi güçlü. Hedef 100.00 TL (%47 potansiyel). Temmuz 2025; BIST100 hedef 13.500'e yükseltildi, ISCTR ve SAHOL eklendi",,,⏳
2025-10-02,ICBC Yatırım,ICBC Yatırım Araştırma Ekibi,PDF,Model Portföy Güncelleme Ekim 2025,AKBNK.IS,+12M,2026-10-02,62.50,100.00,"Özel bankacılıkta lider; marj iyileşmesi ve varlık kalitesi güçlü. Hedef 100.00 TL (%60 potansiyel). Ekim 2025; 9 hisseye daraltıldı, savunmacı portföy",,,⏳
2026-01-22,ICBC Yatırım,ICBC Yatırım Araştırma Ekibi,PDF,2026 Strateji Raporu Ocak 2026,AKBNK.IS,+12M,2027-01-22,77.80,108.00,"Özel bankacılıkta lider; marj iyileşmesi ve varlık kalitesi güçlü. Hedef 108.00 TL (%39 potansiyel). 2026 Strateji; BIST100 hedef 15.000, makro iyileşme beklentisi",,,⏳
2026-03-11,ICBC Yatırım,ICBC Yatırım Araştırma Ekibi,PDF,Model Portföy Güncelleme Mart 2026,AKBNK.IS,+12M,2027-03-11,77.60,108.00,"Özel bankacılıkta lider; marj iyileşmesi ve varlık kalitesi güçlü. Hedef 108.00 TL (%39 potansiyel). Mart 2026; TSKB ve DOHOL eklendi, PGSUS çıkarıldı, BIMAS hedef artışı",,,⏳
2023-09-18,ICBC Yatırım,ICBC Yatırım Araştırma Ekibi,PDF,Model Portföy Eylül 2023,YKBNK.IS,+12M,2024-09-18,15.90,24.00,"Yapı Kredi bankacılık; marj iyileşmesi ve dijital dönüşüm. Hedef 24.00 TL (%51 potansiyel). Eylül 2023; ISCTR çıkarıldı, bankacılık hedefleri belirlendi",29.14,5 pip (21.42%),✅
2023-10-02,ICBC Yatırım,ICBC Yatırım Araştırma Ekibi,PDF,Model Portföy Ekim 2023,YKBNK.IS,+12M,2024-10-02,18.70,24.00,"Yapı Kredi bankacılık; marj iyileşmesi ve dijital dönüşüm. Hedef 24.00 TL (%28 potansiyel). Ekim 2023; portföy 10 hisseye daraltıldı, CCOLA ve FROTO hedef yükseltme",27.16,3 pip (13.17%),✅
2023-10-16,ICBC Yatırım,ICBC Yatırım Araştırma Ekibi,PDF,Model Portföy Ekim 2023-2,YKBNK.IS,+12M,2024-10-16,18.70,24.00,"Yapı Kredi bankacılık; marj iyileşmesi ve dijital dönüşüm. Hedef 24.00 TL (%28 potansiyel). Ekim 2023 güncelleme; AEFES geri eklendi, 3Q23 katalizör",27.10,3 pip (12.92%),✅
2024-06-25,ICBC Yatırım,ICBC Yatırım Araştırma Ekibi,PDF,Model Portföy Güncelleme Haziran 2024,YKBNK.IS,+12M,2025-06-25,33.58,42.00,Yapı Kredi bankacılık; marj iyileşmesi ve dijital dönüşüm. Hedef 42.00 TL (%25 potansiyel). Haziran 2024 kapsamlı güncelleme; BIST100 hedef 14.000,28.00,-14 pip (-33.33%),❌
2024-10-22,ICBC Yatırım,ICBC Yatırım Araştırma Ekibi,PDF,Model Portföy Güncelleme Ekim 2024,YKBNK.IS,+12M,2025-10-22,24.54,35.00,"Yapı Kredi bankacılık; marj iyileşmesi ve dijital dönüşüm. Hedef 35.00 TL (%43 potansiyel). Ekim 2024; BIST100 hedef 12.500, düzeltme sonrası fırsat",30.24,-5 pip (-13.60%),✅
2025-01-22,ICBC Yatırım,ICBC Yatırım Araştırma Ekibi,PDF,2025 Strateji Raporu Ocak 2025,YKBNK.IS,+12M,2026-01-22,33.32,43.00,"Yapı Kredi bankacılık; marj iyileşmesi ve dijital dönüşüm. Hedef 43.00 TL (%29 potansiyel). 2025 Strateji; gevşeme döngüsü teması, BIST100 hedef 12.500",37.90,-5 pip (-11.86%),✅
2026-01-22,ICBC Yatırım,ICBC Yatırım Araştırma Ekibi,PDF,2026 Strateji Raporu Ocak 2026,YKBNK.IS,+12M,2027-01-22,37.90,48.00,"Yapı Kredi bankacılık; marj iyileşmesi ve dijital dönüşüm. Hedef 48.00 TL (%27 potansiyel). 2026 Strateji; BIST100 hedef 15.000, makro iyileşme beklentisi",,,⏳
2023-09-18,ICBC Yatırım,ICBC Yatırım Araştırma Ekibi,PDF,Model Portföy Eylül 2023,BIMAS.IS,+12M,2024-09-18,268.00,350.00,"Enflasyon ortamında ucuz perakende talebi; defansif büyüme. Hedef 350.00 TL (%31 potansiyel). Eylül 2023; ISCTR çıkarıldı, bankacılık hedefleri belirlendi",615.50,266 pip (75.86%),✅
2023-10-02,ICBC Yatırım,ICBC Yatırım Araştırma Ekibi,PDF,Model Portföy Ekim 2023,BIMAS.IS,+12M,2024-10-02,291.50,380.00,"Enflasyon ortamında ucuz perakende talebi; defansif büyüme. Hedef 380.00 TL (%30 potansiyel). Ekim 2023; portföy 10 hisseye daraltıldı, CCOLA ve FROTO hedef yükseltme",466.00,86 pip (22.63%),✅
2023-10-16,ICBC Yatırım,ICBC Yatırım Araştırma Ekibi,PDF,Model Portföy Ekim 2023-2,BIMAS.IS,+12M,2024-10-16,319.70,380.00,"Enflasyon ortamında ucuz perakende talebi; defansif büyüme. Hedef 380.00 TL (%19 potansiyel). Ekim 2023 güncelleme; AEFES geri eklendi, 3Q23 katalizör",472.00,92 pip (24.21%),✅
2024-06-25,ICBC Yatırım,ICBC Yatırım Araştırma Ekibi,PDF,Model Portföy Güncelleme Haziran 2024,BIMAS.IS,+12M,2025-06-25,570.50,720.00,Enflasyon ortamında ucuz perakende talebi; defansif büyüme. Hedef 720.00 TL (%26 potansiyel). Haziran 2024 kapsamlı güncelleme; BIST100 hedef 14.000,476.50,-243 pip (-33.82%),❌
2024-10-22,ICBC Yatırım,ICBC Yatırım Araştırma Ekibi,PDF,Model Portföy Güncelleme Ekim 2024,BIMAS.IS,+12M,2025-10-22,460.50,665.00,"Enflasyon ortamında ucuz perakende talebi; defansif büyüme. Hedef 665.00 TL (%44 potansiyel). Ekim 2024; BIST100 hedef 12.500, düzeltme sonrası fırsat",538.00,-127 pip (-19.10%),✅
